,Airplane,Automobile,Bird,Cat,Deer,Dog,Frog,Horse,Ship,Truck
1.393692135810852,85.0,157.0,191.0,209.0,205.0,212.0,204.0,156.0,90.0,132.0
1.2365341186523438,15.0,31.0,26.0,23.0,28.0,46.0,21.0,41.0,12.0,41.0
1.1542787551879883,2.0,2.0,1.0,2.0,1.0,5.0,0.0,3.0,1.0,3.0
0.9692859053611755,110.0,182.0,134.0,200.0,126.0,183.0,140.0,187.0,128.0,181.0
0.9419631361961365,217.0,239.0,285.0,196.0,310.0,275.0,258.0,292.0,225.0,256.0
0.84867924451828,112.0,75.0,81.0,114.0,67.0,84.0,64.0,107.0,124.0,147.0
0.8045161962509155,20.0,18.0,19.0,22.0,10.0,24.0,14.0,13.0,12.0,24.0
0.7590962648391724,18.0,22.0,17.0,23.0,11.0,37.0,16.0,17.0,20.0,22.0
0.7062491774559021,235.0,239.0,340.0,333.0,375.0,307.0,402.0,299.0,181.0,217.0
0.6633167266845703,125.0,44.0,61.0,35.0,52.0,30.0,45.0,41.0,140.0,69.0
0.6033074259757996,354.0,205.0,314.0,236.0,335.0,239.0,364.0,283.0,351.0,238.0
0.5737915635108948,388.0,286.0,309.0,275.0,333.0,275.0,359.0,302.0,411.0,325.0
0.5226153135299683,226.0,140.0,118.0,79.0,83.0,85.0,71.0,80.0,296.0,172.0
0.4563799500465393,173.0,226.0,199.0,197.0,162.0,169.0,140.0,153.0,199.0,224.0
0.2588421404361725,67.0,46.0,62.0,72.0,50.0,48.0,48.0,40.0,33.0,36.0
0.21634575724601746,378.0,388.0,438.0,414.0,447.0,421.0,449.0,416.0,377.0,403.0
0.20293667912483215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13478872179985046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11680737882852554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09183546900749207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0680796429514885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0604279488325119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05459795892238617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05103185772895813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04405038803815842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03644495829939842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.032695669680833817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
